#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
    2867179        6.86968     21147        182.125      1729        32.0029            145        794.328    1.88027e+07             30    3.16228e+06    7.48549e+10
     544041         67.787      4009        27.6239      9595              0             45        50118.7    1.18637e+09             75    3.16228e+06    7.48549e+10
    2839533        112.681     20938              0     14839        6.95665            140    2.51189e+06    5.94594e+10            105    3.16228e+06    7.48549e+10
    3563225        55.9288     26277        997.598     11723        19.9214            175        199.526    4.72302e+06             90        7943.28    1.88027e+08
     223969        96.6874      1634        46.5607     46227              0             30          1e+06    2.36712e+10            285    1.25892e+06    2.98003e+10
    2795678        90.8732     20615              0     13642        9.53898            140        50118.7    1.18637e+09            100        63095.7    1.49355e+09
      70040        59.0685       513        54.5466      9272        4.94246             25        50118.7    1.18637e+09             75        63095.7    1.49355e+09
    4368986        96.7455     32224              0      1710          46.99            205          1e+06    2.36712e+10             30    2.51189e+06    5.94594e+10
    2170168         54.648     15998        42.1343     22344        3.45115            115        2511.89    5.94594e+07            150        39810.7    9.42367e+08
    1606260        89.7263     11837        2.73716     26828        3.60336             90        31622.8    7.48549e+08            175         158489    3.75163e+09
    3712245        13.3982     27379          23.28      4351        12.4962            180        3162.28    7.48549e+07             45    3.16228e+06    7.48549e+10
    6288640        24.0529     46379        1163.99     11856         7.7685            290        199.526    4.72302e+06             90        39810.7    9.42367e+08
